id,item_name,carry_on_allowed,checked_baggage_allowed,notes,item_name_EN,notes_EN,source
305,쌍절곤,아니요,예,NULL,Nunchucks,NULL,TSA
306,견과류,예,예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Nuts,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
307,기름과 식초,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Oils and Vinegars,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
308,그림,예,예,NULL,Paintings,NULL,TSA
309,낙하산,예 (특별 지침),예 (특별 지침),자동 활성화 장치가 있거나 없는 낙하산은 기내 또는 위탁 수하물로 운송할 수 있습니다.,Parachutes,"You may transport parachutes, either with or without Automatic Activation Devices, in carry-on or checked bags.",TSA
310,총기 부품,아니요,예 (특별 지침),"프레임, 수신기, 탄창, 클립, 볼트 및 격발 핀을 포함한 총기 부품은 기내 반입이 금지되지만 위탁 수하물로 운반할 수 있습니다. 위탁 수하물에 총기 반입이 허용되는지 항공사에 확인하십시오. 총기 여행에 대한 지침을 읽으십시오.",Parts of Guns and Firearms,"Firearm parts, including frames, receivers, magazines, clips, bolts and firing pins, are prohibited in carry-on, but may be transported in checked bags. Check with your airline to see if they allow firearms in checked bags.Read the guidelinesfor traveling with firearms.",TSA
311,파티 포퍼,아니요,아니요,NULL,Party Poppers,NULL,TSA
312,땅콩 버터,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Peanut Butter,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
313,펠렛 총,아니요,예 (특별 지침),위탁 수하물에 총기 반입이 허용되는지 항공사에 확인하십시오. 총기 여행에 대한 지침을 읽으십시오.,Pellet Guns,Check with your airline to see if they allow firearms in checked bags.Read the guidelinesfor traveling with firearms.,TSA
314,펜,예,예,NULL,Pen,NULL,TSA
315,연필깎이,예,예,NULL,Pencil Sharpeners,NULL,TSA
316,후추 스프레이,아니요,예,118ml 용량의 메이스 또는 페퍼 스프레이는 우발적인 분사를 방지하기 위한 안전 장치가 있는 경우 위탁 수하물에 허용됩니다. 최루 가스(CS 또는 CN)가 2% 이상 포함된 자기 방어 스프레이는 위탁 수하물에 금지됩니다.,Pepper Spray,"One 4 fl. oz. (118 ml) container of mace or pepper spray is permitted in checked baggage provided it is equipped with a safety mechanism to prevent accidental discharge. Self-defense sprays containing more than 2 percent by mass of tear gas (CS or CN) are prohibited in checked baggage. For more information, visitfaa.gov.",TSA
317,향수,예 (3.4oz/100 ml 이상 또는 동일),예,위탁 수하물에 포함된 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다. 에어로졸 분사 장치(버튼/노즐)는 우발적인 분사를 방지하기 위해 뚜껑 또는 기타 적절한 수단으로 보호되어야 합니다.,Perfume,"The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.Permitted aerosol release devices (button/nozzle) must be protected by caps or other suitable means to prevent accidental release.",TSA
318,공기질 보정을 위한 투과 장치,아니요,예 (특별 지침),장치에 포함된 위험 물질의 총량을 2ml로 제한합니다. 장치와 포장의 무게는 30kg를 초과할 수 없습니다.,Permeation devices for calibrating air quality,The FAA limits the total quantity of hazardous materials in the device to 2 ml (0.07 oz.). The device and its packaging cannot weigh more than 30 kg (66 pounds).Please seeFAA regulationsfor information on how the device must be constructed and packaged.,TSA
319,반려동물 사료 (건식),예,예,건조하거나 습식 애완동물 사료는 고체 식품으로 간주됩니다.,Pet food (solid),"Dry or moist"" pet food is considered solid food.""",TSA
320,반려동물 사료 (습식),예 (3.4oz/100 ml 이상 또는 동일),예,"습식 식품은 기내 수하물에 대한 3-1-1 액체 규정을 따라야 합니다. 처방전 애완동물 사료, 심지어 보조견을 위한 사료에 대해서도 의료 면제는 없습니다.",Pet food (wet),"Wet food must follow the 3-1-1 liquids rule for carry-on bags. There is no medical exemption for prescription pet food, even for service animals.",TSA
321,휴대폰 충전기,예,아니요,리튬 이온 배터리가 포함된 휴대용 충전기 또는 보조 배터리는 기내 수하물에 포장해야 합니다. 보조 배터리와 휴대폰 충전기를 포함한 예비 리튬 배터리는 위탁 수하물에 금지됩니다.,Phone Chargers,"Portable chargers or power banks containing a lithium ion battery must be packed in carry-on bags. Spare lithium batteries, which include both power banks and phone chargers, are prohibited in checked luggage.",TSA
322,피클볼 패들,예,예,NULL,Pickleball Paddle,NULL,TSA
323,파이와 케이크,예,예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Pies and Cakes,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
324,알약 절단기,예,예,NULL,Pill Cutter,NULL,TSA
325,베개,예,예,NULL,Pillows,NULL,TSA
326,피자,예,예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Pizza,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
327,씨앗 심기,예,예,NULL,Planting seeds,NULL,TSA
328,식물,예,예,물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인하십시오.,Plants,Check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.,TSA
329,플레이도,예,예,NULL,Play-doh,NULL,TSA
330,플레이스테이션,예,예,전자 제품 물품을 조심스럽게 포장하고 모든 코드가 포장되어 있는지 확인하세요. 고가이거나 깨지기 쉬운 전자 제품은 위탁 수하물보다는 기내 수하물에 포장하는 것이 좋습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Playstation,"Please carefully pack your electronics items and make sure all cords are wrapped. While you can pack expensive, fragile electronics items in checked or carry-on bags, we recommend packing them in your carry-on. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
331,접이식 나이프,아니요,예,일반적으로 기내 수하물에 날카로운 물품을 휴대할 수 없습니다. 이 물품을 위탁 수하물에 포장하십시오.,Pocket Knife,"In general, you are prohibited from traveling with sharp objects in your carry-on baggage; please pack these items in your checked baggage.",TSA
332,당구 큐대,아니요,예,NULL,Pool Cues,NULL,TSA
333,휴대용 산소 농축기,예 (특별 지침),예 (특별 지침),"연방 항공국에 따르면, Inogen One, Sequal Eclipse, AirSep 라이프스타일을 포함한 특정 휴대용 산소 농축기가 항공기에서 허용됩니다. 휴대용 산소 농축기에 대한 수용 기준이 마련되어 있습니다.",Portable Oxygen Concentrators,"Per the Federal Aviation Administration, certain portable oxygen concentrators are permitted onboard the aircraft, including Inogen One, Sequal Eclipse, Airsep Lifestyle. Acceptance criteria for Portable Oxygen Concentrators can be foundhere.",TSA
334,냄비와 팬,예 (특별 지침),예,냄비와 프라이팬은 일반적으로 기내 및 위탁 수하물 모두에서 허용됩니다. 그러나 주철 프라이팬은 기내 수하물로 금지되며 위탁 수하물에 넣어야 합니다.,Pots and Pans,"Pots and pans are generally allowed in both carry-on and checked bags. However, cast iron skillets are prohibited in carry-on bags and must be placed in checked baggage.",TSA
335,파우더형 화장품,예,예,"350ml가 넘는 분말류는 엑스레이 검사를 위해 별도의 통에 넣어야 합니다. 추가 선별 검사가 필요할 수 있으며, 용기를 열어야 할 수도 있습니다. 편의를 위해 350ml가 넘는 필수 분말은 위탁 수하물에 넣는 것을 권장합니다.",Powder Makeup,"Powder-like substances greater than 12 oz. / 350 mL must be placed in a separate bin for X-ray screening. They may require additional screening and containers may need to be opened. For your convenience, we encourage you to place non-essential powders greater than 12 oz. in checked bags.",TSA
336,보조 배터리,예,아니요,리튬 이온 배터리가 포함된 휴대용 충전기 또는 보조 배터리는 기내 수하물에 포장해야 합니다. 보조 배터리와 휴대폰 충전기를 포함한 예비 리튬 배터리는 위탁 수하물에 금지됩니다.,Power Banks,"Portable chargers or power banks containing a lithium ion battery must be packed in carry-on bags. Spare lithium batteries, which include both power banks and phone chargers, are prohibited in checked luggage.",TSA
337,충전기,예,아니요,리튬 이온 배터리가 들어있는 휴대용 충전기 또는 보조 배터리는 기내 수하물에 포장해야 합니다.,Power Charger,Portable chargers or power banks containing a lithium ion battery must be packed in carry-on bags.,TSA
338,전력 인버터,예,예,NULL,Power Inverters,NULL,TSA
339,전동 공구,아니요,예 (특별 지침),전동 공구는 드릴 및 드릴 비트를 포함하여 위탁 수하물에 포장해야 합니다. 배터리가 설치된 전동 공구는 위탁 수하물에 포장해야 합니다. 장치에 설치된 배터리는 우발적인 작동으로부터 보호되어야 합니다. 전기가 필요하지 않은 외부 배터리 충전기와 여분의 분리형 리튬 배터리는 기내 수하물에 포장해야 합니다. 리튬 배터리로 구동되는 공구에 대한 규정을 참조하십시오.,Power Tools,"Power tools must be packed in checked bags, including drills and drill bits. Power tools with installed batteries must be packed in checked bags. Batteries installed in devices must be protected from accidental activation. External battery chargers that don’t require electricity and spare, uninstalled lithium batteries must be packed in a carry-on bag. For tools powered by lithium batteries, seeFAA regulations.",TSA
340,인쇄기(프린터),예,예,가방에서 프린터를 꺼내고 엑스레이 검사를 위해 별도의 통에 넣으십시오.,Printer,Please remove the printer from your bag and place it in a separate bin for X-ray screening,TSA
341,프린터 잉크,예,예,NULL,Printer Ink,NULL,TSA
342,프로젝터,예,예,엑스레이 검사를 위해 콘솔을 별도의 통에 넣으십시오.,Projectors,Please place the console in a separate bin for X-ray screening.,TSA
343,프로판,아니요,아니요,NULL,Propane,NULL,TSA
344,보철물,예,예,NULL,Prosthetics,NULL,TSA
345,단백질 또는 에너지 분말,예,예,"350ml가 넘는 분말류는 엑스레이 검사를 위해 별도의 통에 넣어야 합니다. 추가 선별 검사가 필요할 수 있으며, 용기를 열어야 할 수도 있습니다. 편의를 위해 350ml가 넘는 필수 분말은 위탁 수하물에 넣는 것을 권장합니다.",Protein or Energy Powders,"Powder-like substances greater than 12 oz. / 350 mL must be placed in a separate bin for X-ray screening. They may require additional screening and containers may need to be opened. For your convenience, we encourage you to place non-essential powders greater than 12 oz. in checked bags.",TSA
346,점토공 / 퍼티 공,예,예,NULL,Putty Balls,NULL,TSA
347,라디오,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Radio,"You may transport this item in carry-on or checked bags. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
348,무지개 불꽃용 결정체,아니요,예,많은 불꽃 결정에는 위험이 포함되어 있습니다.,Rainbow Flame Crystals,Many flame crystals contain HAZMAT.,TSA
349,면도기용 날,아니요,예,"박스 커터, 카트리지에 없는 면도날은 기내 반입이 금지됩니다.",Razor-Type Blades,"Box cutters, razor blades not in a cartridge?are prohibited in carry-on.",TSA
350,폭발물 모형,아니요,아니요,NULL,Realistic Replicas of Explosives,NULL,TSA
351,총기 모형,아니요,예,총기 여행에 대한 지침을 읽으십시오.,Realistic Replicas of Firearms,Read the guidelinesfor traveling with firearms.,TSA
352,화염 무기 모형,아니요,아니요,NULL,Realistic Replicas of Incendiaries,NULL,TSA
353,레저용 산소,아니요,아니요,"의학적으로 필요하지 않은, 향이 나거나 통조림 형태의 산소 용기는 금지됩니다.",Recreational Oxygen,"Non-medically required, flavored or canned oxygen containers are prohibited.",TSA
354,RC 자동차,예,예,전자 제품 물품을 조심스럽게 포장하고 모든 코드가 포장되어 있는지 확인하세요. 고가이거나 깨지기 쉬운 전자 제품은 위탁 수하물보다는 기내 수하물에 포장하는 것이 좋습니다.,Remote Controlled Cars,"Please carefully pack your electronics items and make sure all cords are wrapped. While you can pack expensive, fragile electronics items in checked or carry-on bags, we recommend packing them in your carry-on.",TSA
355,소총용 조준경 (조준경만),예,예,위탁 수하물로 운반되는 총기는 장전되지 않은 상태로 잠긴 딱딱한 용기에 포장하여 체크인 시 항공사에 신고해야 합니다. 가이드라인을 읽으십시오.,Rifle Scope (Scope Only),"Firearms carried as checked baggage MUST be unloaded, packed in a locked hard-sided container, and declared to the airline at check-in.Read the guidelines.",TSA
356,소총,아니요,예 (특별 지침),"위탁 수하물에 담긴 총기는 장전되지 않은 상태로 잠긴 딱딱한 용기에 포장하고, 체크인할 때 항공사에 신고해야 합니다. 위탁 수하물에 총기 반입이 허용되는지 항공사에 확인하십시오. 총기 여행에 대한 지침을 읽으십시오.",Rifles,"Firearms carried in checked bags must be unloaded, packed in a locked hard-sided container, and declared to the airline at check-in. Check with your airline to see if they allow firearms in checked bags.Read the guidelinesfor traveling with firearms.",TSA
357,로켓 발사기,아니요,아니요,NULL,Rocket Launcher,NULL,TSA
358,바위,예,예,NULL,Rocks,NULL,TSA
359,밧줄,예,예,NULL,Rope,NULL,TSA
360,사브르 (칼),아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우고 안전하게 포장해야 합니다.,Sabers,Any sharp objects in checked baggage should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
361,안전핀,예,예,NULL,Safety pin,NULL,TSA
362,날이 있는 안전면도기 (날 없이 허용됨),아니요,예,날 없이 보안 검색대를 통해 안전 면도기가 허용됩니다. 보안 검색대에 들어가기 전에 날을 제거해야 합니다. 보안 담당관은 홀더에서 날을 제거할 권한이 없습니다. 수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우고 안전하게 포장해야 합니다.,Safety Razor With Blades (allowed without blade),A Safety Razor is allowed through the screening checkpoint without the blade. The blade must be removed prior to entering the screening checkpoint. TSA?officers are not authorized to remove the blades from the holder. Any sharp objects in checked baggage should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
363,샐러드 드레싱,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Salad Dressing,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
364,살사와 소스,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Salsa and Sauces,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
365,소금,예,예,NULL,Salt,NULL,TSA
366,삼성 갤럭시 노트 7,아니요,아니요,"미국 교통부(연방 항공국 및 파이프라인 및 유해 물질 안전국)는 모든 삼성 갤럭시 노트 7 스마트폰 장치의 미국 내 항공 운송을 금지하는 비상 명령을 내렸습니다. 삼성 갤럭시 노트 7 기기를 소유하거나 보유한 개인은 미국 항공편, 또는 미국 내에서 개인 소지품, 기내 수하물, 또는 위탁 수하물로 운송할 수 없습니다.",Samsung Galaxy Note 7,"The U.S. Department of Transportation, with the Federal Aviation Administration and the Pipeline and Hazardous Materials Safety Administration, have issued an emergency order to ban all Samsung Galaxy Note7 smartphone devices from air transportation in the United States. Individuals who own or possess a Samsung Galaxy Note7 device may not transport the device on their person, in carry-on baggage, or in checked baggage on flights to, from, or within the United States.",TSA
367,모래,예,예,NULL,Sand,NULL,TSA
368,샌드위치,예,예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Sandwiches,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
369,톱,아니요,예,무선 휴대용 파워 톱을 포함합니다.,Saws,Including cordless portable power saws.,TSA
370,가위,예 (특별 지침),예,기내 수하물에 포장할 경우 피벗 지점에서 4인치(약 10cm) 미만이어야 합니다.,Scissors,"If packed in carry-on, they must be less than 4 inches from the pivot point.",TSA
371,드라이버 (7인치 이상),아니요,예,기내 수하물에서는 7인치(약 18cm) 이상(조립 시 끝에서 끝까지 측정)이 금지됩니다. 이 물품은 위탁 수하물에 포장해야 합니다.,Screwdriver (longer than 7 inches),Tools longer than 7 inches (measured from end to end when assembled) are prohibited in carry-on baggage; these items must be packed in your checked baggage.,TSA
372,드라이버 (7인치 이하),예,예,7인치(약 18cm) 이하의 공구(조립 시 끝에서 끝까지 측정)는 기내 수하물로 허용됩니다.,Screwdrivers (shorter than 7 inches),Tools 7 inches or shorter (measured from end to end when assembled) are?allowed in carry-on baggage.,TSA
373,조개껍질,예,예,NULL,Sea Shells,NULL,TSA
374,세그웨이,항공사로 확인하십시오,항공사로 확인하십시오,세그웨이는 보안 검색대를 통과할 수 있습니다. 정책에 대해 항공사에 확인하십시오.,Segways,Segways are allowed through the checkpoint. Please check with your airline for their policy.,TSA
375,호신용 스프레이,아니요,예,118ml 용량의 메이스 또는 페퍼 스프레이는 우발적인 분사를 방지하기 위한 안전 장치가 있는 경우 위탁 수하물에 허용됩니다. 최루 가스(CS 또는 CN)가 2% 이상 포함된 자기 방어 스프레이는 위탁 수하물에 금지됩니다.,Self-Defense Sprays,"One 4 fl. oz. (118 ml) container of mace or pepper spray is permitted in checked baggage provided it is equipped with a safety mechanism to prevent accidental discharge. Self-defense sprays containing more than 2 percent by mass of tear gas (CS or CN) are prohibited in checked baggage. For more information, visitfaa.gov.",TSA
376,셀카 스틱,예,예,NULL,Selfie Stick,NULL,TSA
377,미싱,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Sewing Machine,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
378,바느질 바늘,예,예,일반적으로 뜨개질 바늘과 바늘 끝 도구는 기내 또는 위탁 수하물에 넣을 수 있습니다.,Sewing Needles,"In general, you may place your knitting needles and needlepoint tools in carry-on or checked baggage.",TSA
379,샴푸,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Shampoo,NULL,TSA
380,면도 크림 (에어로졸),예 (3.4oz/100 ml 이상 또는 동일),예,위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Shaving Cream (aerosol),"The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.",TSA
381,탄피,예 (특별 지침),예,발사체가 더 이상 손상되지 않는 한 빈 탄피는 기내 수하물로 허용됩니다. 프라이머가 제거되거나 배출된 경우에만 허용됩니다. 발사체가 부착되고 분말이 남아있는 경우 모형으로 간주되며 기내 반입이 허용되지 않습니다.,Shell Casings,"Empty shell casings are allowed in carry-on bag as long as the projectile is no longer intact. They are allowed only if the primer has been removed or has been discharged.?If the projectile is attached & the powder has been drilled out, it is considered a replica and not allowed in carry-on.",TSA
382,전기충격 목걸이 (훈련용),예,예,NULL,Shock collars,NULL,TSA
383,구두주걱,예,예,NULL,Shoe Horn,NULL,TSA
384,깔창,예,예,NULL,Shoe Inserts,NULL,TSA
385,구두골,예,예,NULL,Shoe Tree,NULL,TSA
386,아이젠,아니요,예,"몽둥이로 사용할 수 있는 스포츠 장비(예: 배트, 곤봉 등)는 기내 반입이 금지되어 있으며 위탁 수하물로 운송해야 합니다.",Shoe/Snow Spikes,Sports equipment that can be used as a bludgeon (such as bats and clubs) is prohibited in the cabin of the plane and must be transported in your checked baggage.,TSA
387,스케이트 보드,예 (특별 지침),예,스케이트보드는 기내 수하물로 허용됩니다. 모든 크기 또는 무게 제한은 항공사에 확인하십시오.,Skateboards,Skateboards are allowed in carry-on bags. Please check with your airline for any size or weight restrictions.,TSA
388,스케이트,예,예,아이스 스케이트와 롤러블레이드를 포함합니다.,Skates,Including ice skates and rollerblades.,TSA
389,스키 스틱,아니요,예,NULL,Ski Poles,NULL,TSA
390,침낭,예,예,NULL,Sleeping Bag,NULL,TSA
391,새총,아니요,예,NULL,Slingshots,NULL,TSA
392,작은 압축 가스 카트리지,아니요,아니요,개인 의료용 산소 실린더를 제외하고 비행기에 빈 압축 가스 실린더만 가지고 다닐 수 있습니다. 허용되려면(기내 또는 위탁 수하물) 실린더가 비어 있다는 것이 보안 담당관에게 명확하게 보여야 합니다. 규제 밸브가 조작되거나 제거되지 않은 경우 개인 산소가 허용됩니다.,Small Compressed Gas Cartridges,"Except for personal medical oxygen cylinders, you can only carry an EMPTY compressed gas cylinder onboard a plane. To be permitted (in either carry-on or checked baggage), it must be clearly visible to the TSA officer that the cylinder is empty. Personal oxygen is permitted if the regulatory valve has not been tampered with or removed.",TSA
393,작은 낚시 미끼,예,예,"큰 낚싯바늘과 같이 위험한 것으로 간주될 수 있는 날카로운 낚시 도구는 덮개를 씌우고 단단히 포장하여 위탁 수하물에 넣어야 합니다. 다른 고가 물품과 마찬가지로, 보안 위협이 없는 값비싼 낚시 릴이나 깨지기 쉬운 도구(작은 파리 등)는 기내 수하물에 포장할 수 있습니다.",Small Fishing Lures,"Sharp fishing tackle that may be considered dangerous, such as large fish hooks, should be sheathed, securely wrapped, and packed in your checked luggage. Like other high-value objects, you may wish to pack expensive reels or fragile tackle that does not pose a security threat (small flies) in your carry-on baggage.",TSA
394,소형 반려동물,항공사로 확인하십시오,항공사로 확인하십시오,작은 반려동물은 보안 검색대를 통해 허용됩니다. 정책에 대해 항공사에 확인하십시오.,Small Pets,Small pets are allowed through the checkpoint. Please check with your airline for their policy.,TSA
395,작은 장난감 자동차,예,예,NULL,Small Toy Cars,NULL,TSA
396,스마트 수하물,예 (특별 지침),예,NULL,Smart Luggage,NULL,TSA
397,스낵바,예,예,NULL,Snack Bar,NULL,TSA
398,간식,예,예,고체 식품(액체 또는 젤이 아닌)은 기내 또는 위탁 수하물로 운송할 수 있습니다.,Snacks,Solid food items (not liquids or gels) can be transported in either your carry-on or checked baggage.,TSA
399,눈용 스파이크,아니요,예,"비행기 기내에서는 몽둥이(예: 야구 방망이, 곤봉 등)로 사용될 수 있는 스포츠 장비가 금지되어 있으며 위탁 수하물로 운송해야 합니다.",Snow Cleats,Sports equipment that can be used as a bludgeon (such as bats and clubs) is prohibited in the cabin of the plane and must be transported in your checked baggage.,TSA
400,스노우 글로브,예 (3.4oz/100 ml 이상 또는 동일),예,100ml 미만의 액체를 포함하는 것으로 보이는 스노우 글로브(대략 테니스공 크기)는 베이스를 포함한 전체 스노우 글로브가 1L 크기의 재사용 가능한 비닐 봉지에 들어갈 수 있는 경우에만 기내 수하물에 포장할 수 있습니다. 각 승객은 100ml 이상의 용기가 있는 1L 크기의 가방을 가져올 수 있습니다. 더 큰 스노우 글로브는 위탁 수하물에 포장해야 합니다.,Snow Globes,"Snow globes that appear to contain less than 3.4 ounces of liquid (approximately tennis ball size) can be packed in your carry-on bag ONLY if the entire snow globe, including the base, is able to fit into your one quart-sized, resealable plastic bag. Each passenger can only bring one quart-sized bag with 3.4 oz or smaller containers. Larger snow globes must be packed in checked baggage.",TSA
401,스노우 보드,예,예,모든 크기 또는 무게 제한은 항공사에 확인하십시오.,Snowboards,Please check with your airline for any size or weight restrictions.,TSA
402,설피,예,예,NULL,Snowshoes,NULL,TSA
403,비누 (고체),예,예,NULL,Soap (Bar),NULL,TSA
404,비누 (액체),예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Soap (Liquid),NULL,TSA
405,탄산음료,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Soda,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
406,태양 전지판,항공사로 확인하십시오,항공사로 확인하십시오,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Solar Panels,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
407,고체 양초,예,예,NULL,Solid Candles,NULL,TSA
