location_id,table_title,table_title_ko,category,category_ko,budget,mid_range,luxury
930,Charlottesville on a Budget,샬럿 츠빌의 예산,Alcohol,주류,12 - 35,26 - 79,51 - 152
931,Chattanooga on a Budget,채터 누가의 예산,Accommodation,숙박,40,92,171
931,Chattanooga on a Budget,채터 누가의 예산,Local Transportation,지역 교통,15,35,71
931,Chattanooga on a Budget,채터 누가의 예산,Food,음식,45,103,196
931,Chattanooga on a Budget,채터 누가의 예산,Entertainment,엔터테인먼트,23,52,100
931,Chattanooga on a Budget,채터 누가의 예산,Alcohol,주류,5 - 16,12 - 36,23 - 70
932,Chicago on a Budget,시카고의 예산,Accommodation,숙박,74,198,568
932,Chicago on a Budget,시카고의 예산,Local Transportation,지역 교통,13,37,113
932,Chicago on a Budget,시카고의 예산,Food,음식,32,85,233
932,Chicago on a Budget,시카고의 예산,Entertainment,엔터테인먼트,18,47,129
932,Chicago on a Budget,시카고의 예산,Alcohol,주류,5 - 16,13 - 38,26 - 77
933,Cincinnati on a Budget,신시내티의 예산,Accommodation,숙박,40,102,259
933,Cincinnati on a Budget,신시내티의 예산,Local Transportation,지역 교통,9.33,25,74
933,Cincinnati on a Budget,신시내티의 예산,Food,음식,41,95,196
933,Cincinnati on a Budget,신시내티의 예산,Entertainment,엔터테인먼트,10,26,67
933,Cincinnati on a Budget,신시내티의 예산,Alcohol,주류,2 - 7,6 - 17,11 - 32
934,Clearwater on a Budget,클리어 워터의 예산,Accommodation,숙박,141,141,141
934,Clearwater on a Budget,클리어 워터의 예산,Local Transportation,지역 교통,86,221,580
934,Clearwater on a Budget,클리어 워터의 예산,Food,음식,34,79,158
935,Cleveland on a Budget,클리블랜드의 예산,Accommodation,숙박,75,75,75
935,Cleveland on a Budget,클리블랜드의 예산,Local Transportation,지역 교통,7.09,19,53
935,Cleveland on a Budget,클리블랜드의 예산,Food,음식,25,62,148
935,Cleveland on a Budget,클리블랜드의 예산,Entertainment,엔터테인먼트,40,40,40
935,Cleveland on a Budget,클리블랜드의 예산,Alcohol,주류,23 - 68,23 - 68,23 - 68
936,Cocoa Beach on a Budget,코코아 해변의 예산,Accommodation,숙박,38,85,149
936,Cocoa Beach on a Budget,코코아 해변의 예산,Local Transportation,지역 교통,11,26,54
936,Cocoa Beach on a Budget,코코아 해변의 예산,Food,음식,35,75,110
936,Cocoa Beach on a Budget,코코아 해변의 예산,Entertainment,엔터테인먼트,12,16,22
936,Cocoa Beach on a Budget,코코아 해변의 예산,Alcohol,주류,4 - 13,10 - 30,20 - 61
937,"Cody, Wyoming on a Budget","코디, 와이오밍의 예산",Accommodation,숙박,36,78,120
937,"Cody, Wyoming on a Budget","코디, 와이오밍의 예산",Local Transportation,지역 교통,20,46,86
937,"Cody, Wyoming on a Budget","코디, 와이오밍의 예산",Food,음식,34,80,178
937,"Cody, Wyoming on a Budget","코디, 와이오밍의 예산",Entertainment,엔터테인먼트,13,33,76
937,"Cody, Wyoming on a Budget","코디, 와이오밍의 예산",Alcohol,주류,4 - 11,9 - 28,23 - 70
938,Colorado Springs on a Budget,콜로라도 스프링스의 예산,Accommodation,숙박,35,81,159
938,Colorado Springs on a Budget,콜로라도 스프링스의 예산,Local Transportation,지역 교통,16,36,74
938,Colorado Springs on a Budget,콜로라도 스프링스의 예산,Food,음식,38,95,239
938,Colorado Springs on a Budget,콜로라도 스프링스의 예산,Entertainment,엔터테인먼트,17,40,85
938,Colorado Springs on a Budget,콜로라도 스프링스의 예산,Alcohol,주류,5 - 16,12 - 36,23 - 70
939,South Carolina on a Budget,South Carolina의 예산,Accommodation,숙박,39,96,224
939,South Carolina on a Budget,South Carolina의 예산,Local Transportation,지역 교통,13,33,76
939,South Carolina on a Budget,South Carolina의 예산,Food,음식,37,88,194
939,South Carolina on a Budget,South Carolina의 예산,Entertainment,엔터테인먼트,10,25,64
939,South Carolina on a Budget,South Carolina의 예산,Alcohol,주류,6 - 19,15 - 44,32 - 96
940,Columbia River Gorge on a Budget,컬럼비아 강 협곡의 예산,Accommodation,숙박,39,89,170
940,Columbia River Gorge on a Budget,컬럼비아 강 협곡의 예산,Local Transportation,지역 교통,34,78,148
940,Columbia River Gorge on a Budget,컬럼비아 강 협곡의 예산,Food,음식,35,79,152
940,Columbia River Gorge on a Budget,컬럼비아 강 협곡의 예산,Entertainment,엔터테인먼트,8.88,20,39
940,Columbia River Gorge on a Budget,컬럼비아 강 협곡의 예산,Alcohol,주류,3 - 8,6 - 18,11 - 34
941,Columbus on a Budget,콜럼버스의 예산,Accommodation,숙박,30,72,155
941,Columbus on a Budget,콜럼버스의 예산,Local Transportation,지역 교통,22,50,96
941,Columbus on a Budget,콜럼버스의 예산,Food,음식,36,85,173
941,Columbus on a Budget,콜럼버스의 예산,Entertainment,엔터테인먼트,19,46,110
941,Columbus on a Budget,콜럼버스의 예산,Alcohol,주류,4 - 13,10 - 30,19 - 57
942,Cumberland Island National Seashore on a Budget,컴벌랜드섬 국립해안의 예산,Accommodation,숙박,33,75,143
942,Cumberland Island National Seashore on a Budget,컴벌랜드섬 국립해안의 예산,Local Transportation,지역 교통,26,59,112
942,Cumberland Island National Seashore on a Budget,컴벌랜드섬 국립해안의 예산,Food,음식,29,65,125
942,Cumberland Island National Seashore on a Budget,컴벌랜드섬 국립해안의 예산,Entertainment,엔터테인먼트,10,23,44
942,Cumberland Island National Seashore on a Budget,컴벌랜드섬 국립해안의 예산,Alcohol,주류,5 - 16,13 - 38,24 - 72
943,Dallas on a Budget,달라스의 예산,Accommodation,숙박,37,84,152
943,Dallas on a Budget,달라스의 예산,Local Transportation,지역 교통,12,28,56
943,Dallas on a Budget,달라스의 예산,Food,음식,26,61,134
943,Dallas on a Budget,달라스의 예산,Entertainment,엔터테인먼트,4.62,13,37
943,Dallas on a Budget,달라스의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 36
944,Daytona Beach on a Budget,데이토나 해변의 예산,Accommodation,숙박,34,84,204
944,Daytona Beach on a Budget,데이토나 해변의 예산,Local Transportation,지역 교통,23,53,101
944,Daytona Beach on a Budget,데이토나 해변의 예산,Food,음식,58,138,304
944,Daytona Beach on a Budget,데이토나 해변의 예산,Entertainment,엔터테인먼트,12,28,53
944,Daytona Beach on a Budget,데이토나 해변의 예산,Alcohol,주류,9 - 28,21 - 64,41 - 122
945,Death Valley National Park on a Budget,데스 밸리 국립 공원의 예산,Accommodation,숙박,16,37,69
945,Death Valley National Park on a Budget,데스 밸리 국립 공원의 예산,Local Transportation,지역 교통,18,41,79
945,Death Valley National Park on a Budget,데스 밸리 국립 공원의 예산,Food,음식,15,35,66
945,Death Valley National Park on a Budget,데스 밸리 국립 공원의 예산,Entertainment,엔터테인먼트,16,36,70
945,Death Valley National Park on a Budget,데스 밸리 국립 공원의 예산,Alcohol,주류,2 - 6,4 - 13,8 - 25
946,Denali National Park on a Budget,데날리 국립 공원의 예산,Accommodation,숙박,47,116,276
946,Denali National Park on a Budget,데날리 국립 공원의 예산,Local Transportation,지역 교통,33,76,145
946,Denali National Park on a Budget,데날리 국립 공원의 예산,Food,음식,43,98,187
946,Denali National Park on a Budget,데날리 국립 공원의 예산,Entertainment,엔터테인먼트,13,30,57
946,Denali National Park on a Budget,데날리 국립 공원의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
947,Denver on a Budget,덴버의 예산,Accommodation,숙박,34,87,223
947,Denver on a Budget,덴버의 예산,Local Transportation,지역 교통,36,101,317
947,Denver on a Budget,덴버의 예산,Food,음식,31,73,147
947,Denver on a Budget,덴버의 예산,Entertainment,엔터테인먼트,22,52,113
947,Denver on a Budget,덴버의 예산,Alcohol,주류,3 - 8,3 - 8,3 - 8
948,Destin on a Budget,데스틴의 예산,Accommodation,숙박,47,111,231
948,Destin on a Budget,데스틴의 예산,Local Transportation,지역 교통,22,50,96
948,Destin on a Budget,데스틴의 예산,Food,음식,37,89,192
948,Destin on a Budget,데스틴의 예산,Entertainment,엔터테인먼트,7.42,17,32
948,Destin on a Budget,데스틴의 예산,Alcohol,주류,11 - 32,24 - 73,46 - 139
949,Detroit on a Budget,디트로이트의 예산,Accommodation,숙박,28,64,121
949,Detroit on a Budget,디트로이트의 예산,Local Transportation,지역 교통,16,37,71
949,Detroit on a Budget,디트로이트의 예산,Food,음식,33,76,154
949,Detroit on a Budget,디트로이트의 예산,Entertainment,엔터테인먼트,9.06,21,40
949,Detroit on a Budget,디트로이트의 예산,Alcohol,주류,4 - 13,10 - 30,19 - 57
950,Duck on a Budget,오리의 예산,Accommodation,숙박,47,107,204
950,Duck on a Budget,오리의 예산,Local Transportation,지역 교통,29,66,126
950,Duck on a Budget,오리의 예산,Food,음식,34,78,150
950,Duck on a Budget,오리의 예산,Entertainment,엔터테인먼트,5.75,13,25
950,Duck on a Budget,오리의 예산,Alcohol,주류,10 - 29,22 - 67,43 - 129
951,Duck Key on a Budget,오리 키의 예산,Accommodation,숙박,25,56,107
951,Duck Key on a Budget,오리 키의 예산,Local Transportation,지역 교통,30,69,131
951,Duck Key on a Budget,오리 키의 예산,Food,음식,34,77,148
951,Duck Key on a Budget,오리 키의 예산,Entertainment,엔터테인먼트,13,30,58
951,Duck Key on a Budget,오리 키의 예산,Alcohol,주류,2 - 5,4 - 12,8 - 23
952,Durango on a Budget,두랑고의 예산,Accommodation,숙박,33,79,173
952,Durango on a Budget,두랑고의 예산,Local Transportation,지역 교통,12,27,49
952,Durango on a Budget,두랑고의 예산,Food,음식,36,86,180
952,Durango on a Budget,두랑고의 예산,Entertainment,엔터테인먼트,20,46,89
952,Durango on a Budget,두랑고의 예산,Alcohol,주류,7 - 20,15 - 45,29 - 86
953,Durham on a Budget,더럼의 예산,Accommodation,숙박,40,92,177
953,Durham on a Budget,더럼의 예산,Local Transportation,지역 교통,14,33,63
953,Durham on a Budget,더럼의 예산,Food,음식,32,77,163
953,Durham on a Budget,더럼의 예산,Entertainment,엔터테인먼트,12,26,51
953,Durham on a Budget,더럼의 예산,Alcohol,주류,8 - 23,17 - 51,33 - 98
954,El Paso on a Budget,단계의 예산,Accommodation,숙박,36,81,156
954,El Paso on a Budget,단계의 예산,Local Transportation,지역 교통,16,37,71
954,El Paso on a Budget,단계의 예산,Food,음식,41,93,174
954,El Paso on a Budget,단계의 예산,Entertainment,엔터테인먼트,12,27,52
954,El Paso on a Budget,단계의 예산,Alcohol,주류,6 - 18,14 - 41,26 - 78
955,Everglades National Park on a Budget,에버글레이즈 국립 공원의 예산,Accommodation,숙박,35,80,153
955,Everglades National Park on a Budget,에버글레이즈 국립 공원의 예산,Local Transportation,지역 교통,24,56,106
955,Everglades National Park on a Budget,에버글레이즈 국립 공원의 예산,Food,음식,24,54,103
955,Everglades National Park on a Budget,에버글레이즈 국립 공원의 예산,Entertainment,엔터테인먼트,12,28,54
955,Everglades National Park on a Budget,에버글레이즈 국립 공원의 예산,Alcohol,주류,2 - 5,4 - 12,8 - 23
956,Fairbanks on a Budget,페어 뱅크스의 예산,Accommodation,숙박,64,154,350
956,Fairbanks on a Budget,페어 뱅크스의 예산,Local Transportation,지역 교통,29,66,125
956,Fairbanks on a Budget,페어 뱅크스의 예산,Food,음식,47,109,217
956,Fairbanks on a Budget,페어 뱅크스의 예산,Entertainment,엔터테인먼트,28,65,130
956,Fairbanks on a Budget,페어 뱅크스의 예산,Alcohol,주류,5 - 16,13 - 40,30 - 91
957,Flagstaff on a Budget,깃대의 예산,Accommodation,숙박,37,86,179
957,Flagstaff on a Budget,깃대의 예산,Local Transportation,지역 교통,16,37,69
957,Flagstaff on a Budget,깃대의 예산,Food,음식,42,95,178
957,Flagstaff on a Budget,깃대의 예산,Entertainment,엔터테인먼트,12,28,53
957,Flagstaff on a Budget,깃대의 예산,Alcohol,주류,6 - 19,15 - 44,29 - 87
958,Fort Lauderdale on a Budget,포트 로더데일의 예산,Accommodation,숙박,41,96,204
958,Fort Lauderdale on a Budget,포트 로더데일의 예산,Local Transportation,지역 교통,20,51,128
958,Fort Lauderdale on a Budget,포트 로더데일의 예산,Food,음식,35,85,192
958,Fort Lauderdale on a Budget,포트 로더데일의 예산,Entertainment,엔터테인먼트,6.77,15,29
958,Fort Lauderdale on a Budget,포트 로더데일의 예산,Alcohol,주류,7 - 20,17 - 50,43 - 128
959,Gainesville on a Budget,게인즈 빌의 예산,Accommodation,숙박,44,115,309
959,Gainesville on a Budget,게인즈 빌의 예산,Local Transportation,지역 교통,17,39,79
959,Gainesville on a Budget,게인즈 빌의 예산,Food,음식,47,121,316
959,Gainesville on a Budget,게인즈 빌의 예산,Entertainment,엔터테인먼트,13,43,164
959,Gainesville on a Budget,게인즈 빌의 예산,Alcohol,주류,11 - 32,24 - 73,46 - 139
960,Galveston on a Budget,갤버스턴의 예산,Accommodation,숙박,35,81,157
960,Galveston on a Budget,갤버스턴의 예산,Local Transportation,지역 교통,15,35,67
960,Galveston on a Budget,갤버스턴의 예산,Food,음식,39,90,173
960,Galveston on a Budget,갤버스턴의 예산,Entertainment,엔터테인먼트,6.69,15,29
960,Galveston on a Budget,갤버스턴의 예산,Alcohol,주류,7 - 22,19 - 56,46 - 138
961,Gatlinburg on a Budget,개 틀린 버그의 예산,Accommodation,숙박,33,80,179
961,Gatlinburg on a Budget,개 틀린 버그의 예산,Local Transportation,지역 교통,15,35,64
961,Gatlinburg on a Budget,개 틀린 버그의 예산,Food,음식,51,148,477
961,Gatlinburg on a Budget,개 틀린 버그의 예산,Entertainment,엔터테인먼트,10,24,45
961,Gatlinburg on a Budget,개 틀린 버그의 예산,Alcohol,주류,3 - 10,8 - 23,17 - 50
962,Glacier National Park on a Budget,빙하 국립 공원의 예산,Accommodation,숙박,25,56,107
962,Glacier National Park on a Budget,빙하 국립 공원의 예산,Local Transportation,지역 교통,30,69,131
962,Glacier National Park on a Budget,빙하 국립 공원의 예산,Food,음식,21,49,93
962,Glacier National Park on a Budget,빙하 국립 공원의 예산,Entertainment,엔터테인먼트,15,34,66
962,Glacier National Park on a Budget,빙하 국립 공원의 예산,Alcohol,주류,2 - 6,4 - 13,8 - 24
963,Grand Canyon National Park on a Budget,그랜드 캐년 국립 공원의 예산,Accommodation,숙박,39,89,172
963,Grand Canyon National Park on a Budget,그랜드 캐년 국립 공원의 예산,Local Transportation,지역 교통,18,43,87
963,Grand Canyon National Park on a Budget,그랜드 캐년 국립 공원의 예산,Food,음식,37,84,161
963,Grand Canyon National Park on a Budget,그랜드 캐년 국립 공원의 예산,Entertainment,엔터테인먼트,14,35,85
963,Grand Canyon National Park on a Budget,그랜드 캐년 국립 공원의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 31
964,Grand Teton National Park on a Budget,그랜드 테튼 국립 공원의 예산,Accommodation,숙박,34,79,168
964,Grand Teton National Park on a Budget,그랜드 테튼 국립 공원의 예산,Local Transportation,지역 교통,23,52,105
964,Grand Teton National Park on a Budget,그랜드 테튼 국립 공원의 예산,Food,음식,34,80,165
964,Grand Teton National Park on a Budget,그랜드 테튼 국립 공원의 예산,Entertainment,엔터테인먼트,19,43,84
964,Grand Teton National Park on a Budget,그랜드 테튼 국립 공원의 예산,Alcohol,주류,4 - 12,10 - 29,23 - 69
965,Greensboro on a Budget,그린스 보로의 예산,Accommodation,숙박,42,96,183
965,Greensboro on a Budget,그린스 보로의 예산,Local Transportation,지역 교통,11,24,48
965,Greensboro on a Budget,그린스 보로의 예산,Food,음식,36,82,154
965,Greensboro on a Budget,그린스 보로의 예산,Entertainment,엔터테인먼트,11,26,49
965,Greensboro on a Budget,그린스 보로의 예산,Alcohol,주류,4 - 13,10 - 30,19 - 57
966,Hershey on a Budget,허쉬의 예산,Accommodation,숙박,50,114,217
966,Hershey on a Budget,허쉬의 예산,Local Transportation,지역 교통,21,49,93
966,Hershey on a Budget,허쉬의 예산,Food,음식,47,105,195
966,Hershey on a Budget,허쉬의 예산,Entertainment,엔터테인먼트,23,53,102
966,Hershey on a Budget,허쉬의 예산,Alcohol,주류,6 - 18,14 - 41,26 - 78
967,Hilo on a Budget,힐로의 예산,Accommodation,숙박,30,71,147
967,Hilo on a Budget,힐로의 예산,Local Transportation,지역 교통,10,25,63
967,Hilo on a Budget,힐로의 예산,Food,음식,49,121,294
967,Hilo on a Budget,힐로의 예산,Entertainment,엔터테인먼트,14,32,62
967,Hilo on a Budget,힐로의 예산,Alcohol,주류,2 - 6,5 - 15,11 - 34
968,Hilton Head Island on a Budget,힐튼 헤드 아일랜드의 예산,Accommodation,숙박,53,129,286
968,Hilton Head Island on a Budget,힐튼 헤드 아일랜드의 예산,Local Transportation,지역 교통,15,34,66
968,Hilton Head Island on a Budget,힐튼 헤드 아일랜드의 예산,Food,음식,45,105,204
968,Hilton Head Island on a Budget,힐튼 헤드 아일랜드의 예산,Entertainment,엔터테인먼트,9.31,23,58
968,Hilton Head Island on a Budget,힐튼 헤드 아일랜드의 예산,Alcohol,주류,6 - 17,13 - 39,25 - 74
969,Honolulu on a Budget,호놀룰루의 예산,Accommodation,숙박,67,190,594
969,Honolulu on a Budget,호놀룰루의 예산,Local Transportation,지역 교통,10,26,68
969,Honolulu on a Budget,호놀룰루의 예산,Food,음식,37,91,223
969,Honolulu on a Budget,호놀룰루의 예산,Entertainment,엔터테인먼트,16,40,109
969,Honolulu on a Budget,호놀룰루의 예산,Alcohol,주류,3 - 8,3 - 10,4 - 12
970,Hood River on a Budget,후드 강의 예산,Accommodation,숙박,34,78,148
970,Hood River on a Budget,후드 강의 예산,Local Transportation,지역 교통,20,46,87
970,Hood River on a Budget,후드 강의 예산,Food,음식,30,70,133
970,Hood River on a Budget,후드 강의 예산,Entertainment,엔터테인먼트,7.71,18,34
970,Hood River on a Budget,후드 강의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 53
971,Hot Springs on a Budget,온천의 예산,Accommodation,숙박,44,100,190
971,Hot Springs on a Budget,온천의 예산,Local Transportation,지역 교통,20,47,93
971,Hot Springs on a Budget,온천의 예산,Food,음식,38,90,184
971,Hot Springs on a Budget,온천의 예산,Entertainment,엔터테인먼트,12,30,67
971,Hot Springs on a Budget,온천의 예산,Alcohol,주류,5 - 14,11 - 33,21 - 63
972,Houston on a Budget,휴스턴의 예산,Accommodation,숙박,52,142,414
972,Houston on a Budget,휴스턴의 예산,Local Transportation,지역 교통,26,72,213
972,Houston on a Budget,휴스턴의 예산,Food,음식,26,60,121
972,Houston on a Budget,휴스턴의 예산,Entertainment,엔터테인먼트,6.03,14,26
972,Houston on a Budget,휴스턴의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 38
973,Islamorada on a Budget,이슬라마나 다의 예산,Accommodation,숙박,34,79,158
973,Islamorada on a Budget,이슬라마나 다의 예산,Local Transportation,지역 교통,12,28,58
973,Islamorada on a Budget,이슬라마나 다의 예산,Food,음식,35,81,169
973,Islamorada on a Budget,이슬라마나 다의 예산,Entertainment,엔터테인먼트,8.05,19,41
973,Islamorada on a Budget,이슬라마나 다의 예산,Alcohol,주류,3 - 9,7 - 22,18 - 54
974,Florida on a Budget,Florida의 예산,Accommodation,숙박,52,135,358
974,Florida on a Budget,Florida의 예산,Local Transportation,지역 교통,19,46,114
974,Florida on a Budget,Florida의 예산,Food,음식,40,104,283
974,Florida on a Budget,Florida의 예산,Entertainment,엔터테인먼트,19,62,232
974,Florida on a Budget,Florida의 예산,Alcohol,주류,6 - 19,16 - 47,39 - 117
975,Jekyll Island on a Budget,제킬섬의 예산,Accommodation,숙박,39,88,168
975,Jekyll Island on a Budget,제킬섬의 예산,Local Transportation,지역 교통,18,41,79
975,Jekyll Island on a Budget,제킬섬의 예산,Food,음식,34,77,147
975,Jekyll Island on a Budget,제킬섬의 예산,Entertainment,엔터테인먼트,4.48,10,20
975,Jekyll Island on a Budget,제킬섬의 예산,Alcohol,주류,1 - 4,3 - 10,6 - 18
976,Joshua Tree National Park on a Budget,여호수아 트리 국립 공원의 예산,Accommodation,숙박,38,87,167
976,Joshua Tree National Park on a Budget,여호수아 트리 국립 공원의 예산,Local Transportation,지역 교통,20,47,89
976,Joshua Tree National Park on a Budget,여호수아 트리 국립 공원의 예산,Food,음식,26,60,114
976,Joshua Tree National Park on a Budget,여호수아 트리 국립 공원의 예산,Entertainment,엔터테인먼트,12,27,52
976,Joshua Tree National Park on a Budget,여호수아 트리 국립 공원의 예산,Alcohol,주류,1 - 3,2 - 7,5 - 14
977,Juneau on a Budget,주노의 예산,Accommodation,숙박,41,88,136
977,Juneau on a Budget,주노의 예산,Local Transportation,지역 교통,18,38,60
977,Juneau on a Budget,주노의 예산,Food,음식,39,85,133
977,Juneau on a Budget,주노의 예산,Entertainment,엔터테인먼트,7.89,17,26
977,Juneau on a Budget,주노의 예산,Alcohol,주류,4 - 11,8 - 24,13 - 38
978,Kauai on a Budget,카우아이의 예산,Accommodation,숙박,50,113,216
978,Kauai on a Budget,카우아이의 예산,Local Transportation,지역 교통,15,34,64
978,Kauai on a Budget,카우아이의 예산,Food,음식,42,96,180
978,Kauai on a Budget,카우아이의 예산,Entertainment,엔터테인먼트,7.48,17,33
978,Kauai on a Budget,카우아이의 예산,Alcohol,주류,3 - 9,7 - 22,14 - 43
979,Kennebunkport on a Budget,지식의 예산,Accommodation,숙박,54,124,237
979,Kennebunkport on a Budget,지식의 예산,Local Transportation,지역 교통,21,49,93
979,Kennebunkport on a Budget,지식의 예산,Food,음식,50,115,221
979,Kennebunkport on a Budget,지식의 예산,Entertainment,엔터테인먼트,9.03,21,39
979,Kennebunkport on a Budget,지식의 예산,Alcohol,주류,7 - 20,15 - 46,29 - 88
980,Ketchikan on a Budget,케타 키칸의 예산,Accommodation,숙박,58,136,276
980,Ketchikan on a Budget,케타 키칸의 예산,Local Transportation,지역 교통,15,39,108
980,Ketchikan on a Budget,케타 키칸의 예산,Food,음식,40,92,176
980,Ketchikan on a Budget,케타 키칸의 예산,Entertainment,엔터테인먼트,20,46,87
980,Ketchikan on a Budget,케타 키칸의 예산,Alcohol,주류,5 - 15,11 - 34,23 - 70
981,Key Largo on a Budget,키 라르고의 예산,Accommodation,숙박,49,117,257
981,Key Largo on a Budget,키 라르고의 예산,Local Transportation,지역 교통,24,56,106
981,Key Largo on a Budget,키 라르고의 예산,Food,음식,46,104,199
981,Key Largo on a Budget,키 라르고의 예산,Entertainment,엔터테인먼트,12,27,51
981,Key Largo on a Budget,키 라르고의 예산,Alcohol,주류,5 - 15,12 - 35,23 - 68
982,Key West on a Budget,키 웨스트의 예산,Accommodation,숙박,59,132,241
982,Key West on a Budget,키 웨스트의 예산,Local Transportation,지역 교통,23,51,94
982,Key West on a Budget,키 웨스트의 예산,Food,음식,225,667,"2,246"
982,Key West on a Budget,키 웨스트의 예산,Entertainment,엔터테인먼트,15,33,51
982,Key West on a Budget,키 웨스트의 예산,Alcohol,주류,4 - 11,8 - 24,13 - 38
983,Lancaster on a Budget,랭커스터의 예산,Accommodation,숙박,40,91,173
983,Lancaster on a Budget,랭커스터의 예산,Local Transportation,지역 교통,30,69,131
983,Lancaster on a Budget,랭커스터의 예산,Food,음식,40,91,178
983,Lancaster on a Budget,랭커스터의 예산,Entertainment,엔터테인먼트,8.13,19,35
983,Lancaster on a Budget,랭커스터의 예산,Alcohol,주류,3 - 8,6 - 17,11 - 33
984,Las Vegas on a Budget,라스 베이거스의 예산,Accommodation,숙박,59,158,445
984,Las Vegas on a Budget,라스 베이거스의 예산,Local Transportation,지역 교통,19,53,163
984,Las Vegas on a Budget,라스 베이거스의 예산,Food,음식,53,139,377
984,Las Vegas on a Budget,라스 베이거스의 예산,Entertainment,엔터테인먼트,30,78,215
984,Las Vegas on a Budget,라스 베이거스의 예산,Alcohol,주류,10 - 30,28 - 83,85 - 254
985,Lewisburg on a Budget,루이스 버그의 예산,Accommodation,숙박,31,70,134
985,Lewisburg on a Budget,루이스 버그의 예산,Local Transportation,지역 교통,23,53,101
985,Lewisburg on a Budget,루이스 버그의 예산,Food,음식,26,59,113
985,Lewisburg on a Budget,루이스 버그의 예산,Entertainment,엔터테인먼트,7.97,18,35
985,Lewisburg on a Budget,루이스 버그의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
986,Los Angeles on a Budget,로스 앤젤레스의 예산,Accommodation,숙박,50,138,413
986,Los Angeles on a Budget,로스 앤젤레스의 예산,Local Transportation,지역 교통,15,40,118
986,Los Angeles on a Budget,로스 앤젤레스의 예산,Food,음식,40,104,283
986,Los Angeles on a Budget,로스 앤젤레스의 예산,Entertainment,엔터테인먼트,29,84,275
986,Los Angeles on a Budget,로스 앤젤레스의 예산,Alcohol,주류,3 - 9,7 - 22,15 - 44
987,Marathon on a Budget,마라톤의 예산,Accommodation,숙박,33,76,156
987,Marathon on a Budget,마라톤의 예산,Local Transportation,지역 교통,20,47,95
987,Marathon on a Budget,마라톤의 예산,Food,음식,38,89,176
987,Marathon on a Budget,마라톤의 예산,Entertainment,엔터테인먼트,12,27,52
987,Marathon on a Budget,마라톤의 예산,Alcohol,주류,5 - 14,12 - 36,31 - 94
988,Martha's Vineyard on a Budget,마사의 포도원의 예산,Accommodation,숙박,58,132,252
988,Martha's Vineyard on a Budget,마사의 포도원의 예산,Local Transportation,지역 교통,36,83,159
988,Martha's Vineyard on a Budget,마사의 포도원의 예산,Food,음식,46,104,199
988,Martha's Vineyard on a Budget,마사의 포도원의 예산,Entertainment,엔터테인먼트,13,30,58
988,Martha's Vineyard on a Budget,마사의 포도원의 예산,Alcohol,주류,5 - 14,11 - 33,21 - 63
989,Maui on a Budget,마우이의 예산,Accommodation,숙박,60,141,298
989,Maui on a Budget,마우이의 예산,Local Transportation,지역 교통,27,62,118
989,Maui on a Budget,마우이의 예산,Food,음식,71,162,307
989,Maui on a Budget,마우이의 예산,Entertainment,엔터테인먼트,17,38,73
989,Maui on a Budget,마우이의 예산,Alcohol,주류,9 - 27,20 - 61,39 - 117
990,Memphis on a Budget,멤피스의 예산,Accommodation,숙박,36,84,163
990,Memphis on a Budget,멤피스의 예산,Local Transportation,지역 교통,23,59,154
990,Memphis on a Budget,멤피스의 예산,Food,음식,33,74,131
990,Memphis on a Budget,멤피스의 예산,Entertainment,엔터테인먼트,20,45,86
990,Memphis on a Budget,멤피스의 예산,Alcohol,주류,6 - 17,13 - 39,25 - 74
991,Miami on a Budget,마이애미의 예산,Accommodation,숙박,61,154,380
991,Miami on a Budget,마이애미의 예산,Local Transportation,지역 교통,15,38,99
991,Miami on a Budget,마이애미의 예산,Food,음식,32,72,127
991,Miami on a Budget,마이애미의 예산,Entertainment,엔터테인먼트,12,31,86
991,Miami on a Budget,마이애미의 예산,Alcohol,주류,5 - 15,11 - 34,22 - 67
992,Milwaukee on a Budget,밀워키의 예산,Accommodation,숙박,43,99,188
992,Milwaukee on a Budget,밀워키의 예산,Local Transportation,지역 교통,17,38,74
992,Milwaukee on a Budget,밀워키의 예산,Food,음식,39,90,168
992,Milwaukee on a Budget,밀워키의 예산,Entertainment,엔터테인먼트,11,26,51
992,Milwaukee on a Budget,밀워키의 예산,Alcohol,주류,7 - 22,16 - 49,31 - 94
993,Minneapolis on a Budget,미니애폴리스의 예산,Accommodation,숙박,45,110,257
993,Minneapolis on a Budget,미니애폴리스의 예산,Local Transportation,지역 교통,19,43,82
993,Minneapolis on a Budget,미니애폴리스의 예산,Food,음식,29,70,159
993,Minneapolis on a Budget,미니애폴리스의 예산,Entertainment,엔터테인먼트,11,27,59
993,Minneapolis on a Budget,미니애폴리스의 예산,Alcohol,주류,5 - 16,12 - 36,23 - 70
994,Mt. Lassen Volcanic National Park on a Budget,화산 국립 공원을 떠나십시오의 예산,Accommodation,숙박,27,62,119
994,Mt. Lassen Volcanic National Park on a Budget,화산 국립 공원을 떠나십시오의 예산,Local Transportation,지역 교통,24,56,106
